"titulo","overview","releaseDate","img","voteAverage","comentariosUsuario","fechaVisualizacion","valoracionUsuario"
"Sherlock Holmes: A Game of Shadows","Sherlock Holmes siempre ha sido el tipo más listo de la habitación… hasta ahora. El Profesor Moriarty, un genio del crimen, hace acto de aparición, y no sólo es el símil intelectual de Holmes, pero su capacidad para el mal, junto con una falta total de conciencia, en realidad puede darle una ventaja sobre el reconocido detective. Cuando encuentran muerto al príncipe heredero de Austria, la evidencia, según lo interpretado por el Inspector Lestrade, apunta al suicidio. Pero Sherlock Holmes deduce que el príncipe ha sido víctima de un asesinato, un crimen que sólo es una pieza de un rompecabezas mucho más grande y portentoso diseñado por Moriarty. Mezclando los negocios con el placer, las pistas conducen a Holmes a un club de caballeros donde él y su hermano, Mycroft Holmes brindan por la despedida de soltero del Dr. Watson.","2011-11-22 00:00:00.0","https://image.tmdb.org/t/p/w500/cDu2Ti4uwF1yq6jgjsybe7UzZDI.jpg","7.136","dsajhas","2024-02-09 00:00:00.0","7.136"
